"estimate","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
-0.0554918548342855,-1.65150273184396,0.0989915191888609,883,-0.12094932992203,0.0104461203723182,"Pearson's product-moment correlation","two.sided"
